FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,toilette_type,etab_nom,geometry
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b06,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,{WCs},Nsp,POINT (1.1772585133980078 6.267311860680954)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b07,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines a eau},Nsp,POINT (1.1896158168942685 6.23634366538086)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b08,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.1791586462913302 6.23911134853356)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b09,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"{Pissotieres,WCs}",Nsp,POINT (1.2351089963962645 6.210912097791229)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b0a,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines seches},Nsp,POINT (1.2167775780751715 6.238938084198527)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b0b,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"{Latrines seches,Pissotieres}",Nsp,POINT (1.2044566666666674 6.223044999999999)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b0c,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines a eau},Nsp,POINT (1.1755658079133302 6.230747117394675)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b0d,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines a eau},Nsp,POINT (1.196561065145741 6.203207033690979)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b0e,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines a eau},Nsp,POINT (1.196543512468297 6.20317704955471)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b0f,Maritime,Golfe,Golfe 1,Bè-Est,{WCs},Nsp,POINT (1.2356350011033304 6.206535583224208)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b10,Maritime,Golfe,Golfe 1,Bè-Est,{Latrines seches},Nsp,POINT (1.235687225287025 6.2065284126156905)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b11,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"{Latrines a eau,Pissotieres}",Nsp,POINT (1.232574250843153 6.220281194274274)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b12,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines a eau},Nsp,POINT (1.1904146930630382 6.241041280383821)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b13,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.187318554610461 6.20901455114746)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b14,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines seches},Nsp,POINT (1.2059039127156383 6.19941070787916)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b15,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,{WCs},Nsp,POINT (1.1639652508597598 6.277784035368983)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b16,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,{Latrines seches},Nsp,POINT (1.1630096882228527 6.273584035653737)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b17,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,{Latrines seches},Nsp,POINT (1.1630756728316884 6.27356303811886)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b18,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,{Latrines seches},Nsp,POINT (1.1547716666666674 6.264439999999999)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b19,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,{WCs},Nsp,POINT (1.1487266666666673 6.255468333333332)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b1a,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,"{WCs,Douches}",Nsp,POINT (1.1395970285703285 6.25155863060642)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b1b,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,{Latrines seches},Nsp,POINT (1.1588083333333334 6.24458)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b1c,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,{Latrines a eau},Nsp,POINT (1.157063090212899 6.247731633145807)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b1d,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,{Latrines a eau},Nsp,POINT (1.1518409100147087 6.25864135855174)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b1e,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,{Latrines a eau},Nsp,POINT (1.1425482580388016 6.242004614537281)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b1f,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,{Latrines seches},Nsp,POINT (1.1326311683102432 6.245329934789156)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b20,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,{autre},Nsp,POINT (1.1424683906362818 6.242053371381913)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b21,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines a eau},Nsp,POINT (1.160269629049229 6.233641749351144)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b22,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.1590297198501167 6.2353691373230316)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b23,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,{Latrines a eau},Nsp,POINT (1.1514652311614821 6.27438906325943)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b24,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,{Latrines seches},Nsp,POINT (1.1545655732976188 6.24331746075953)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b25,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,{Latrines seches},Nsp,POINT (1.1490409287815815 6.242158538577748)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b26,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,{WCs},Nsp,POINT (1.1603435052465196 6.258788064666316)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b27,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,{Latrines a eau},Nsp,POINT (1.1417150000000016 6.2591883333333325)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b28,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,{WCs},Nsp,POINT (1.1573749999999998 6.273075)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b29,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,{Latrines seches},Nsp,POINT (1.1294354805423013 6.269119806609005)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b2a,Maritime,Vo,Vo 4,Hahotoé,{Pissotieres},Nsp,POINT (1.4128412321432404 6.364568642421976)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b2b,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines a eau},Nsp,POINT (1.1673143455959303 6.25674175244039)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b2c,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,{Latrines a eau},Nsp,POINT (1.151461827891672 6.247176866589208)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b2d,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,"{Latrines a eau,Pissotieres}",Nsp,POINT (1.1475893562178456 6.248304199880769)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b2e,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,{Latrines a eau},Nsp,POINT (1.1554316304404024 6.265633532650454)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b2f,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,{Latrines a eau},Nsp,POINT (1.1359083333333333 6.263684999999997)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b30,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,{WCs},Nsp,POINT (1.1363283869515297 6.255507356847938)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b31,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,{WCs},Nsp,POINT (1.1259936747059054 6.266694994846828)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b32,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,{WCs},Nsp,POINT (1.1672916666666666 6.264750000000002)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b33,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,{Latrines a eau},Nsp,POINT (1.1441216666666674 6.268173333333332)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b34,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,{Latrines a eau},Nsp,POINT (1.137313852027175 6.268538197488216)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b35,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,{Latrines a eau},Nsp,POINT (1.173280799550379 6.208435797137736)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b36,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,{Latrines a eau},Nsp,POINT (1.1731515315348466 6.208542746163006)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b37,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,{WCs},Nsp,POINT (1.1730684070107982 6.26657057446013)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b38,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,{Latrines a eau},Nsp,POINT (1.1768567025539203 6.2708713980054025)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b39,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,{Latrines seches},Nsp,POINT (1.145846554327327 6.235880957371492)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b3a,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,{Latrines a eau},Nsp,POINT (1.1320977806456045 6.255589462310612)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b3b,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,{autre},Nsp,POINT (1.1009421658967038 6.252797097445009)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b3c,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,{Latrines seches},Nsp,POINT (1.163592415602352 6.21100222249907)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b3d,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,"{Latrines seches,Douches}",Nsp,POINT (1.16080113795849 6.2187592112813475)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b3e,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,{Latrines seches},Nsp,POINT (1.160876843281073 6.219024348791161)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b3f,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,{Latrines seches},Nsp,POINT (1.160838283203619 6.218852470111664)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b40,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,{Latrines a eau},Nsp,POINT (1.1508761256148634 6.226634564990623)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b41,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,{WCs},Nsp,POINT (1.1729215804096718 6.217970696220801)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b42,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,{WCs},Nsp,POINT (1.1703338328440844 6.223630850495374)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b43,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,{WCs},Nsp,POINT (1.1541603645210794 6.223376909175397)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b44,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,{WCs},Nsp,POINT (1.172906701708572 6.217578299549313)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b45,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,{WCs},Nsp,POINT (1.1609083333333337 6.229633333333334)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b46,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,{Latrines a eau},Nsp,POINT (1.16354660132871 6.217784356797973)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b47,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,{WCs},Nsp,POINT (1.1551622362069314 6.22904485406309)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b48,Maritime,Vo,Vo 4,Hahotoé,{WCs},Nsp,POINT (1.41528367442522 6.371202378443847)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b49,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines a eau},Nsp,POINT (1.1790049999999999 6.209391666666666)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b4a,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,{Latrines a eau},Nsp,POINT (1.177151661231609 6.214894030401444)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b4b,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,{Latrines seches},Nsp,POINT (1.1747225366702945 6.213333529939402)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b4c,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,"{Latrines a eau,Douches}",Nsp,POINT (1.1726605391211422 6.211848982519367)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b4d,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,"{Latrines seches,Pissotieres}",Nsp,POINT (1.155386155240872 6.221066128710312)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b4e,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,{Latrines seches},Nsp,POINT (1.157356666666667 6.223535000000002)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b4f,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,{Latrines a eau},Nsp,POINT (1.162592953556132 6.211872534742379)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b50,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,{Latrines seches},Nsp,POINT (1.1625648522422234 6.211865546659325)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b51,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,"{Pissotieres,Latrines a eau}",Nsp,POINT (1.1742687152852669 6.214623909677359)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b52,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,"{Latrines a eau,Douches}",Nsp,POINT (1.1556314080746484 6.218880354524263)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b53,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,{Latrines a eau},Nsp,POINT (1.1481921058399962 6.219356765687535)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b54,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.2295938521210363 6.23766060021853)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b55,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,{Latrines seches},Nsp,POINT (1.1902632317630397 6.280306633700382)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b56,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,"{Latrines seches,Douches}",Nsp,POINT (1.1850283333333325 6.284336666666664)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b57,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,{Latrines seches},Nsp,POINT (1.2102781901758906 6.2784448421103365)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b58,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,{Latrines seches},Nsp,POINT (1.2103846463529324 6.278408010770377)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b59,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,{WCs},Nsp,POINT (1.2115300000000002 6.267295000000001)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b5a,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.2052166666666673 6.254731666666667)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b5b,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines seches},Nsp,POINT (1.2292670611221712 6.234246835345062)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b5c,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,{Latrines seches},Nsp,POINT (1.2332333333333327 6.236879999999998)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b5d,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,"{Latrines a eau,Pissotieres}",Nsp,POINT (1.2265588199660775 6.2514006024682995)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b5e,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,"{Douches,Latrines a eau}",Nsp,POINT (1.2034813888818359 6.2569864589228725)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b5f,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,"{Latrines seches,autre}",Nsp,POINT (1.1961821036608566 6.264139617383062)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b60,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,{WCs},Nsp,POINT (1.2219490574716678 6.262322424602753)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b61,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"{WCs,autre}",Nsp,POINT (1.2052129465178574 6.254721082629846)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b62,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines seches},Nsp,POINT (1.2045722650823376 6.25463831703058)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b63,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines seches},Nsp,POINT (1.2039135142615438 6.253767071117112)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b64,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines a eau},Nsp,POINT (1.1998481225436874 6.256360045687557)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b65,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.1997799803494937 6.256383742348717)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b66,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.2037902778202156 6.254741694529164)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b67,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,{Latrines seches},Nsp,POINT (1.2041266682342047 6.255692618153322)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b68,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,{Latrines seches},Nsp,POINT (1.2000253356622483 6.263666157181028)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b69,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,{WCs},Nsp,POINT (1.1884790878867928 6.285971623579756)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b6a,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,{Latrines seches},Nsp,POINT (1.199157572114366 6.273661710654406)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b6b,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,{Pissotieres},Nsp,POINT (1.2028933333333323 6.269620000000002)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b6c,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,{Latrines a eau},Nsp,POINT (1.229358988675598 6.267644466555897)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b6d,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,{Latrines a eau},Nsp,POINT (1.2290381810893098 6.250742574719006)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b6e,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,{WCs},Nsp,POINT (1.2028833333333333 6.269575)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b6f,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.2053571470921902 6.254261212091871)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b70,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.2053653447205641 6.254323605770307)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b71,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,{WCs},Nsp,POINT (1.2280000000000004 6.242889999999996)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b72,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,{Latrines seches},Nsp,POINT (1.2346658748628148 6.264779558516072)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b73,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,{Pissotieres},Nsp,POINT (1.2184216666666667 6.265353333333333)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b74,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,{Latrines seches},Nsp,POINT (1.1538073978320675 6.233057204924677)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b75,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,{Latrines a eau},Nsp,POINT (1.1161841596584055 6.239228677558113)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b76,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,"{WCs,Douches}",Nsp,POINT (1.1507855663676247 6.233054133505614)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b77,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,"{WCs,Pissotieres}",Nsp,POINT (1.1471700000000002 6.231055000000002)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b78,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,{WCs},Nsp,POINT (1.1235746014019223 6.245957791906657)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b79,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,"{Latrines a eau,WCs}",Nsp,POINT (1.1190679231186966 6.242393773874437)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b7a,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,{Latrines seches},Nsp,POINT (1.147433550228644 6.229327653038217)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b7b,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,{Latrines seches},Nsp,POINT (1.1439260830219058 6.227561633966092)
